customer_id,gender,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn,source
6837-HAEVO,Male,69,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,No,IBM
6701-YVNQG,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,No,IBM
9306-CPCBC,Female,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,Yes,IBM
4304-XUMGI,Male,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,No,IBM
9504-YAZWB,Female,53,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,No,IBM
8819-ZBYNA,Female,58,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,No,IBM
6174-NRBTZ,Male,46,No,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,No,IBM
9481-IEBZY,Male,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,No,IBM
1833-VGRUM,Female,1,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,Yes,IBM
6137-NICCO,Female,6,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,No,IBM
9065-ZCPQX,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,No,IBM
6402-EJMWF,Male,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,No,IBM
3620-EHIMZ,Female,52,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,No,IBM
3213-VVOLG,Male,0,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,No,IBM
6870-ECSHE,Female,2,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,No,IBM
8747-UDCOI,Female,65,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,No,IBM
8374-XGEJJ,Male,43,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,Yes,IBM
2656-TABEH,Male,4,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,Yes,IBM
6946-LMSQS,Male,25,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,Yes,IBM
4626-OZDTJ,Female,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,No,IBM
9169-BSVIN,Male,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,No,IBM
2325-ZUSFD,Female,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,Yes,IBM
8194-PEEBY,Female,24,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,No,IBM
6872-HXFNF,Female,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,No,IBM
3932-CMDTD,Female,4,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,Yes,IBM
7714-YXSMB,Female,26,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,No,IBM
8387-UGUSU,Female,15,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,No,IBM
1080-BWSYE,Male,64,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,No,IBM
4039-HEUNW,Male,36,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,Yes,IBM
1194-HVAIF,Female,27,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,No,IBM
0812-WUPTB,Male,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,Yes,IBM
3594-UVONA,Female,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,Yes,IBM
0004-TLHLJ,Male,4,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,Yes,IBM
1767-TGTKO,Female,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,No,IBM
8439-LTUGF,Male,10,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,No,IBM
8805-JNRAZ,Female,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,No,IBM
5089-IFSDP,Female,58,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,Yes,IBM
6418-HNFED,Male,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,No,IBM
0206-OYVOC,Female,46,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,No,IBM
7291-CDTMJ,Male,1,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,No,IBM
7128-GGCNO,Male,46,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,No,IBM
0237-YFUTL,Female,50,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,No,IBM
7691-KGKGP,Male,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,No,IBM
6710-HSJRD,Male,61,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,No,IBM
3675-EQOZA,Male,5,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,No,IBM
0840-DCNZE,Male,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,No,IBM
1732-FEKLD,Female,54,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,No,IBM
9862-KJTYK,Male,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,No,IBM
0479-HMSWA,Female,26,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,No,IBM
5854-KSRBJ,Male,70,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,No,IBM
0365-BZUWY,Male,17,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,No,IBM
4817-VYYWS,Female,30,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,Yes,IBM
5701-SVCWR,Female,1,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,No,IBM
3129-AAQOU,Female,19,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,No,IBM
4922-CVPDX,Female,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,No,IBM
1396-QWFBJ,Female,21,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,Yes,IBM
1357-BIJKI,Male,50,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,No,IBM
1099-BTKWT,Female,68,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,No,IBM
5299-SJCZT,Male,3,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,Yes,IBM
2018-PZKMU,Male,9,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,No,IBM
7340-KEFQE,Female,51,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,No,IBM
4570-QHXHL,Female,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,No,IBM
2403-BCASL,Male,41,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,Yes,IBM
7392-YYPYJ,Male,22,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,No,IBM
2898-LSJGD,Female,21,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,Yes,IBM
2223-GDSHL,Male,71,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,No,IBM
7359-PTSXY,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,Yes,IBM
9470-RTWDV,Male,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,No,IBM
2176-OSJUV,Male,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,No,IBM
9348-YVOMK,Male,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,No,IBM
8104-OSKWT,Female,12,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,No,IBM
4521-YEEHE,Female,18,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,No,IBM
4090-KPJIP,Female,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,No,IBM
3786-WOVKF,Female,72,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,No,IBM
4503-BDXBD,Male,11,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,Yes,IBM
6086-ESGRL,Female,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,Yes,IBM
2592-HODOV,Male,13,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,No,IBM
3886-CERTZ,Female,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,Yes,IBM
7995-ZHHNZ,Male,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,No,IBM
3824-RHKVR,Female,17,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,No,IBM
5816-SCGFC,Female,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,No,IBM
5989-AXPUC,Female,68,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,No,IBM
4979-HPRFL,Male,56,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,No,IBM
8590-OHDIW,Female,38,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,No,IBM
8015-IHCGW,Female,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,No,IBM
2332-TODQS,Female,48,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,No,IBM
9278-VZKCD,Female,52,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,No,IBM
8008-OTEZX,Female,35,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,No,IBM
2773-OVBPK,Male,67,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.3,No,IBM
5999-LCXAO,Female,1,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,No,IBM
5206-XZZQI,Male,53,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,No,IBM
4803-LBYPN,Male,34,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,No,IBM
5759-RCVCB,Female,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,Yes,IBM
6372-RFVNS,Female,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,Yes,IBM
2139-FQHLM,Male,19,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,No,IBM
8261-GWDBQ,Female,60,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,No,IBM
1093-YSWCA,Male,11,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,No,IBM
8938-UMKPI,Female,47,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,Yes,IBM
0991-BRRFB,Male,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,Yes,IBM
3882-IYOIJ,Female,60,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,No,IBM
8749-TZYEC,Male,72,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8,No,IBM
1755-FZQEC,Male,39,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,No,IBM
3115-JPJDD,Female,59,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.25,No,IBM
5600-KTXFM,Male,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,No,IBM
3871-IKPYH,Male,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,Yes,IBM
6319-IEJWJ,Male,20,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,Yes,IBM
9025-AOMKI,Female,6,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,Yes,IBM
6339-TBELP,Male,71,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),86.4,No,IBM
7964-YESJC,Female,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,No,IBM
6173-GOLSU,Male,67,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,No,IBM
5275-SQEIZ,Male,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,Yes,IBM
7716-YTYHG,Female,48,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,Yes,IBM
9938-ZREHM,Female,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,72.1,No,IBM
7950-XWOVN,Male,11,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,No,IBM
4390-KYULV,Male,3,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,Yes,IBM
4647-MUZON,Female,18,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,No,IBM
9702-AIUJO,Male,50,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.8,No,IBM
8849-PRIQJ,Female,67,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,No,IBM
8851-RAGOV,Female,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.05,No,IBM
1304-NECVQ,Female,2,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,Yes,IBM
5396-IZEPB,Male,9,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,No,IBM
1729-VLAZJ,Female,10,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,No,IBM
8285-ABVLB,Female,70,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,No,IBM
0701-TJSEF,Male,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,No,IBM
5712-VBOXD,Female,4,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,No,IBM
6629-LADHQ,Female,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.95,No,IBM
8945-GRKHX,Female,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.65,Yes,IBM
1559-DTODC,Male,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,No,IBM
4797-MIWUM,Male,7,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.25,No,IBM
6959-UWKHF,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,Yes,IBM
8720-RQSBJ,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,No,IBM
4537-CIBHB,Female,9,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,No,IBM
3815-SLMEF,Female,3,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.25,Yes,IBM
5154-VEKBL,Female,9,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.5,Yes,IBM
4324-AHJKS,Female,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.8,No,IBM
4355-CVPVS,Female,56,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),88.9,No,IBM
4495-LHSSK,Female,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,57.65,No,IBM
5655-JSMZM,Male,49,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,Yes,IBM
5915-ANOEI,Male,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,79.15,No,IBM
9861-PDSZP,Female,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.05,No,IBM
4505-EXZHB,Female,6,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,Yes,IBM
7225-CBZPL,Male,17,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,No,IBM
6704-UTUKK,Male,29,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,No,IBM
4587-VVTOX,Female,6,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,Yes,IBM
2019-HDCZY,Male,63,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,No,IBM
4652-NNHNY,Male,16,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,Yes,IBM
8788-DOXSU,Male,59,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),61.35,No,IBM
7404-JLKQG,Female,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,No,IBM
7421-ZLUPA,Female,8,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25,No,IBM
8972-HJWNV,Female,7,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,Yes,IBM
3274-NSDWE,Female,68,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,No,IBM
2632-IVXVF,Female,68,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,No,IBM
3692-JHONH,Female,52,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,No,IBM
8915-NNTRC,Male,72,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,No,IBM
5914-GXMDA,Female,32,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,No,IBM
7463-IFMQU,Female,72,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,No,IBM
2920-RNCEZ,Male,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,No,IBM
2541-YGPKE,Male,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.7,No,IBM
8515-OCTJS,Female,25,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,Yes,IBM
5382-TEMLV,Male,45,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.9,No,IBM
3441-CGZJH,Female,43,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.4,No,IBM
9592-ERDKV,Male,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.25,No,IBM
2860-RANUS,Female,20,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,Yes,IBM
5261-QSHQM,Female,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,Yes,IBM
4778-IZARL,Male,63,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.1,No,IBM
0432-CAJZV,Male,3,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,No,IBM
7008-LZVOZ,Male,66,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,No,IBM
8868-WOZGU,Male,28,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,Yes,IBM
1200-TUZHR,Female,8,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.2,No,IBM
9365-CSLBQ,Male,71,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,No,IBM
1334-FJSVR,Male,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,Yes,IBM
5884-FBCTL,Female,72,Yes,Yes,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,No,IBM
7130-CTCUS,Male,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,No,IBM
6242-FEGFD,Male,66,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6,No,IBM
7625-XCQRH,Female,11,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,Yes,IBM
6194-HBGQN,Male,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,No,IBM
7634-WSWDB,Female,8,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,No,IBM
6986-IXNDM,Male,14,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,No,IBM
1731-TVIUK,Female,4,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,Yes,IBM
2987-BJXIK,Female,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,No,IBM
9769-TSBZE,Female,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,66.0,No,IBM
0406-BPDVR,Female,54,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,Yes,IBM
0618-XWMSS,Male,28,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,Yes,IBM
1395-WSWXR,Male,24,Yes,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,No,IBM
6023-GSSXW,Female,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.45,No,IBM
6752-APNJL,Male,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.5,No,IBM
5276-KQWHG,Female,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,Yes,IBM
0420-HLGXF,Female,39,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,No,IBM
7446-KQISO,Male,45,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,No,IBM
9823-EALYC,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.85,No,IBM
